n: 1, 1.647999344603381 
n: 2, 1.7209351837382798 
n: 4, 1.7725256075336397 
n: 8, 1.8090102853043242 
n: 16, 1.8348096998153505 
n: 32, 1.8530527917588369 
n: 64, 1.865952632500188 
n: 128, 1.8750742020890807 
n: 256, 1.8815241266356852 
n: 512, 1.8860849121683836 
n: 1024, 1.889309874572189 
n: 2048, 1.8915902673616076 
n: 4096, 1.8932027485675906 
n: 8192, 1.8943429449630118 
n: 16384, 1.8951491855661462 
n: 32768, 1.8957192837638706 
n: 65536, 1.8961224040654314 
n: 131072, 1.8964074531643407 
n: 262144, 1.8966090133150857 
n: 524288, 1.8967515378645543 
n: 1048576, 1.89685231793989 
n: 2097152, 1.8969235802145654 
n: 4194304, 1.8969739702523778 
n: 8388608, 1.897009601389474 
n: 16777216, 1.8970347964085943 
n: 33554432, 1.8970526119771245 
n: 67108864, 1.8970652094866174 
n: 134217728, 1.8970741172710512 
n: 268435456, 1.8970804160263042 
n: 536870912, 1.8970848699179548 
n: 1073741824, 1.8970880192954391 
n: 2147483648, 1.8970902462412107 
n: 4294967296, 1.8970918209299827 
n: 8589934592, 1.8970929344028553 
n: 17179869184, 1.8970937217484558 
n: 34359738368, 1.8970942784838887 
n: 68719476736, 1.8970946721472417 
